a0,gamma0,R,chi
1.5821517,1.023352,6.0474418e-08,7.8568686e-06
1.6125708,1.023352,6.2822187e-08,8.0079281e-06
1.6435748,1.023352,6.5261103e-08,8.161892e-06
1.6751749,1.023352,6.7794703e-08,8.318816e-06
1.7073825,1.023352,7.0426663e-08,8.4787572e-06
1.7402094,1.023352,7.3160804e-08,8.6417734e-06
1.7736674,1.023352,7.600109e-08,8.8079238e-06
1.8077687,1.023352,7.8951643e-08,8.9772688e-06
1.8425256,1.023352,8.2016745e-08,9.1498696e-06
1.8779508,1.023352,8.5200841e-08,9.3257889e-06
1.9140571,1.023352,8.8508552e-08,9.5050905e-06
1.9508576,1.023352,9.1944676e-08,9.6878395e-06
1.9883656,1.023352,9.55142e-08,9.874102e-06
2.0265948,1.023352,9.9222301e-08,1.0063946e-05
2.0655589,1.023352,1.0307436e-07,1.025744e-05
2.1052723,1.023352,1.0707597e-07,1.0454653e-05
2.1457491,1.023352,1.1123292e-07,1.0655659e-05
2.1870042,1.023352,1.1555127e-07,1.0860529e-05
2.2290525,1.023352,1.2003726e-07,1.1069339e-05
2.2719092,1.023352,1.246974e-07,1.1282162e-05
2.3155899,1.023352,1.2953847e-07,1.1499078e-05
2.3601105,1.023352,1.3456748e-07,1.1720164e-05
2.405487,1.023352,1.3979173e-07,1.1945501e-05
2.4517359,1.023352,1.4521879e-07,1.2175171e-05
2.498874,1.023352,1.5085655e-07,1.2409256e-05
2.5469184,1.023352,1.5671318e-07,1.2647841e-05
2.5958866,1.023352,1.6279718e-07,1.2891014e-05
2.6457962,1.023352,1.6911738e-07,1.3138862e-05
2.6966654,1.023352,1.7568294e-07,1.3391476e-05
2.7485127,1.023352,1.825034e-07,1.3648946e-05
2.8013568,1.023352,1.8958864e-07,1.3911366e-05
2.8552168,1.023352,1.9694894e-07,1.4178832e-05
2.9101125,1.023352,2.04595e-07,1.4451441e-05
2.9660635,1.023352,2.1253789e-07,1.472929e-05
3.0230904,1.023352,2.2078914e-07,1.5012482e-05
3.0812136,1.023352,2.2936073e-07,1.5301118e-05
3.1404543,1.023352,2.3826509e-07,1.5595304e-05
3.200834,1.023352,2.4751514e-07,1.5895146e-05
3.2623747,1.023352,2.571243e-07,1.6200753e-05
3.3250985,1.023352,2.6710652e-07,1.6512236e-05
3.3890282,1.023352,2.7747626e-07,1.6829707e-05
3.4541872,1.023352,2.8824859e-07,1.7153282e-05
3.5205988,1.023352,2.9943912e-07,1.7483079e-05
3.5882874,1.023352,3.110641e-07,1.7819216e-05
3.6572773,1.023352,3.2314039e-07,1.8161816e-05
3.7275937,1.023352,3.3568552e-07,1.8511003e-05
3.799262,1.023352,3.4871767e-07,1.8866903e-05
3.8723083,1.023352,3.6225577e-07,1.9229646e-05
3.9467589,1.023352,3.7631945e-07,1.9599364e-05
4.022641,1.023352,3.9092911e-07,1.9976189e-05
4.099982,1.023352,4.0610597e-07,2.036026e-05
4.1788101,1.023352,4.2187202e-07,2.0751715e-05
4.2591537,1.023352,4.3825015e-07,2.1150697e-05
4.341042,1.023352,4.5526413e-07,2.1557349e-05
4.4245047,1.023352,4.7293862e-07,2.197182e-05
4.5095721,1.023352,4.9129929e-07,2.239426e-05
4.5962751,1.023352,5.1037276e-07,2.2824821e-05
4.6846451,1.023352,5.3018672e-07,2.3263661e-05
4.7747141,1.023352,5.507699e-07,2.3710938e-05
4.8665148,1.023352,5.7215217e-07,2.4166815e-05
4.9600805,1.023352,5.9436456e-07,2.4631456e-05
5.0554451,1.023352,6.1743928e-07,2.5105031e-05
5.1526433,1.023352,6.4140983e-07,2.5587711e-05
5.2517102,1.023352,6.6631097e-07,2.6079672e-05
5.3526818,1.023352,6.9217884e-07,2.6581091e-05
5.4555948,1.023352,7.1905096e-07,2.709215e-05
5.5604864,1.023352,7.4696633e-07,2.7613036e-05
5.6673947,1.023352,7.7596544e-07,2.8143936e-05
5.7763584,1.023352,8.0609037e-07,2.8685043e-05
5.8874172,1.023352,8.3738482e-07,2.9236554e-05
6.0006112,1.023352,8.698942e-07,2.9798669e-05
6.1159815,1.023352,9.0366568e-07,3.037159e-05
6.23357,1.023352,9.3874826e-07,3.0955528e-05
6.3534193,1.023352,9.7519283e-07,3.1550692e-05
6.4755729,1.023352,1.0130523e-06,3.2157299e-05
6.600075,1.023352,1.0523815e-06,3.2775569e-05
6.7269709,1.023352,1.0932376e-06,3.3405726e-05
6.8563065,1.023352,1.1356798e-06,3.4047999e-05
6.9881288,1.023352,1.1797698e-06,3.4702621e-05
7.1224856,1.023352,1.2255714e-06,3.5369828e-05
7.2594255,1.023352,1.2731512e-06,3.6049864e-05
7.3989984,1.023352,1.3225781e-06,3.6742974e-05
7.5412547,1.023352,1.3739239e-06,3.744941e-05
7.6862461,1.023352,1.4272631e-06,3.8169428e-05
7.8340252,1.023352,1.482673e-06,3.890329e-05
7.9846455,1.023352,1.5402341e-06,3.9651262e-05
8.1381617,1.023352,1.6000299e-06,4.0413614e-05
8.2946295,1.023352,1.6621471e-06,4.1190623e-05
8.4541056,1.023352,1.7266758e-06,4.1982572e-05
8.6166479,1.023352,1.7937097e-06,4.2789747e-05
8.7823153,1.023352,1.863346e-06,4.3612441e-05
8.9511678,1.023352,1.9356858e-06,4.4450952e-05
9.1232668,1.023352,2.010834e-06,4.5305585e-05
9.2986747,1.023352,2.0888996e-06,4.617665e-05
9.477455,1.023352,2.1699959e-06,4.7064462e-05
9.6596726,1.023352,2.2542406e-06,4.7969344e-05
9.8453936,1.023352,2.3417559e-06,4.8891623e-05
10.034685,1.023352,2.4326688e-06,4.9831634e-05
10.227617,1.023352,2.5271111e-06,5.0789719e-05
10.424257,1.023352,2.6252199e-06,5.1766223e-05
10.624678,1.023352,2.7271375e-06,5.2761503e-05
10.828953,1.023352,2.8330119e-06,5.3775918e-05
11.037155,1.023352,2.9429965e-06,5.4809837e-05
11.24936,1.023352,3.057251e-06,5.5863635e-05
11.465645,1.023352,3.1759412e-06,5.6937693e-05
11.686089,1.023352,3.2992392e-06,5.8032402e-05
11.91077,1.023352,3.427324e-06,5.9148157e-05
12.139772,1.023352,3.5603813e-06,6.0285365e-05
12.373176,1.023352,3.6986043e-06,6.1444438e-05
12.611068,1.023352,3.8421934e-06,6.2625795e-05
12.853534,1.023352,3.991357e-06,6.3829865e-05
13.100662,1.023352,4.1463115e-06,6.5057085e-05
13.352541,1.023352,4.3072817e-06,6.6307901e-05
13.609262,1.023352,4.4745012e-06,6.7582765e-05
13.87092,1.023352,4.6482126e-06,6.888214e-05
14.137608,1.023352,4.8286679e-06,7.0206498e-05
14.409424,1.023352,5.016129e-06,7.1556318e-05
14.686466,1.023352,5.2108677e-06,7.2932091e-05
14.968834,1.023352,5.4131667e-06,7.4334314e-05
15.256631,1.023352,5.6233194e-06,7.5763498e-05
15.549962,1.023352,5.8416308e-06,7.7220159e-05
15.848932,1.023352,6.0684176e-06,7.8704827e-05
16.15365,1.023352,6.3040088e-06,8.021804e-05
16.464227,1.023352,6.5487463e-06,8.1760347e-05
16.780776,1.023352,6.8029851e-06,8.3332306e-05
17.10341,1.023352,7.0670941e-06,8.4934489e-05
17.432248,1.023352,7.3414564e-06,8.6567476e-05
17.767407,1.023352,7.6264702e-06,8.8231859e-05
18.109011,1.023352,7.922549e-06,8.9928243e-05
18.457183,1.023352,8.2301223e-06,9.1657242e-05
18.812049,1.023352,8.5496363e-06,9.3419483e-05
19.173737,1.023352,8.8815547e-06,9.5215606e-05
19.54238,1.023352,9.226359e-06,9.7046262e-05
19.91811,1.023352,9.5845494e-06,9.8912115e-05
20.301064,1.023352,9.9566457e-06,0.00010081384
20.691381,1.023352,1.0343188e-05,0.00010275213
21.089202,1.023352,1.0744736e-05,0.00010472769
21.494672,1.023352,1.1161874e-05,0.00010674123
21.907938,1.023352,1.1595206e-05,0.00010879348
22.329149,1.023352,1.2045361e-05,0.00011088519
22.758459,1.023352,1.2512992e-05,0.00011301712
23.196023,1.023352,1.2998778e-05,0.00011519003
23.642,1.023352,1.3503423e-05,0.00011740473
24.096551,1.023352,1.402766e-05,0.000119662
24.559842,1.023352,1.4572249e-05,0.00012196267
25.03204,1.023352,1.513798e-05,0.00012430758
25.513317,1.023352,1.5725675e-05,0.00012669757
26.003847,1.023352,1.6336185e-05,0.00012913351
26.503808,1.023352,1.6970397e-05,0.00013161629
27.013381,1.023352,1.762923e-05,0.0001341468
27.532752,1.023352,1.8313641e-05,0.00013672596
28.062109,1.023352,1.9024623e-05,0.00013935472
28.601643,1.023352,1.9763207e-05,0.00014203401
29.15155,1.023352,2.0530464e-05,0.00014476482
29.71203,1.023352,2.1327508e-05,0.00014754813
30.283287,1.023352,2.2155496e-05,0.00015038495
30.865526,1.023352,2.3015628e-05,0.00015327632
31.45896,1.023352,2.3909152e-05,0.00015622327
32.063803,1.023352,2.4837366e-05,0.00015922689
32.680276,1.023352,2.5801615e-05,0.00016228825
33.308601,1.023352,2.6803298e-05,0.00016540848
33.949006,1.023352,2.784387e-05,0.00016858869
34.601725,1.023352,2.8924839e-05,0.00017183005
35.266992,1.023352,3.0047774e-05,0.00017513373
35.94505,1.023352,3.1214304e-05,0.00017850092
36.636145,1.023352,3.2426122e-05,0.00018193286
37.340528,1.023352,3.3684985e-05,0.00018543078
38.058453,1.023352,3.4992721e-05,0.00018899595
38.790181,1.023352,3.6351227e-05,0.00019262967
39.535978,1.023352,3.7762473e-05,0.00019633325
40.296113,1.023352,3.9228507e-05,0.00020010804
41.070864,1.023352,4.0751456e-05,0.0002039554
41.86051,1.023352,4.233353e-05,0.00020787673
42.665338,1.023352,4.3977024e-05,0.00021187346
43.48564,1.023352,4.5684323e-05,0.00021594703
44.321713,1.023352,4.7457903e-05,0.00022009892
45.173862,1.023352,4.9300338e-05,0.00022433064
46.042394,1.023352,5.1214301e-05,0.00022864371
46.927625,1.023352,5.3202569e-05,0.00023303972
47.829875,1.023352,5.5268026e-05,0.00023752024
48.749473,1.023352,5.741367e-05,0.0002420869
49.686751,1.023352,5.9642613e-05,0.00024674137
50.64205,1.023352,6.1958089e-05,0.00025148533
51.615716,1.023352,6.4363458e-05,0.00025632049
52.608102,1.023352,6.6862209e-05,0.00026124862
53.619568,1.023352,6.9457968e-05,0.0002662715
54.650481,1.023352,7.2154501e-05,0.00027139095
55.701214,1.023352,7.495572e-05,0.00027660882
56.77215,1.023352,7.786569e-05,0.00028192702
57.863675,1.023352,8.0888632e-05,0.00028734747
58.976187,1.023352,8.4028932e-05,0.00029287214
60.110089,1.023352,8.7291146e-05,0.00029850303
61.265791,1.023352,9.0680008e-05,0.00030424217
62.443713,1.023352,9.4200434e-05,0.00031009166
63.644283,1.023352,9.7857532e-05,0.00031605362
64.867935,1.023352,0.00010165661,0.0003221302
66.115114,1.023352,0.00010560317,0.00032832362
67.386272,1.023352,0.00010970295,0.00033463611
68.681869,1.023352,0.0001139619,0.00034106996
70.002376,1.023352,0.00011838618,0.00034762752
71.348272,1.023352,0.00012298223,0.00035431116
72.720044,1.023352,0.00012775671,0.0003611233
74.118191,1.023352,0.00013271655,0.00036806641
75.543219,1.023352,0.00013786894,0.00037514301
76.995646,1.023352,0.00014322136,0.00038235567
78.475997,1.023352,0.00014878157,0.000389707
79.98481,1.023352,0.00015455765,0.00039719968
81.522633,1.023352,0.00016055796,0.00040483641
83.090022,1.023352,0.00016679123,0.00041261997
84.687546,1.023352,0.00017326648,0.00042055318
86.315785,1.023352,0.00017999312,0.00042863891
87.97533,1.023352,0.00018698091,0.00043688011
89.666781,1.023352,0.00019423998,0.00044527975
91.390753,1.023352,0.00020178086,0.00045384089
93.147871,1.023352,0.0002096145,0.00046256663
94.938772,1.023352,0.00021775226,0.00047146014
96.764105,1.023352,0.00022620595,0.00048052463
98.624534,1.023352,0.00023498784,0.00048976341
100.52073,1.023352,0.00024411066,0.00049917981
102.45339,1.023352,0.00025358765,0.00050877725
104.4232,1.023352,0.00026343256,0.00051855922
106.43088,1.023352,0.00027365967,0.00052852926
108.47717,1.023352,0.00028428383,0.000538691
110.5628,1.023352,0.00029532044,0.0005490481
112.68853,1.023352,0.00030678552,0.00055960433
114.85512,1.023352,0.00031869571,0.00057036353
117.06338,1.023352,0.00033106827,0.00058132958
119.31409,1.023352,0.00034392118,0.00059250647
121.60807,1.023352,0.00035727306,0.00060389826
123.94616,1.023352,0.0003711433,0.00061550906
126.3292,1.023352,0.00038555202,0.00062734311
128.75806,1.023352,0.00040052011,0.00063940467
131.23362,1.023352,0.00041606931,0.00065169814
133.75678,1.023352,0.00043222217,0.00066422797
136.32844,1.023352,0.00044900212,0.0006769987
138.94955,1.023352,0.00046643351,0.00069001497
141.62105,1.023352,0.00048454163,0.00070328149
144.34392,1.023352,0.00050335276,0.00071680309
147.11914,1.023352,0.00052289418,0.00073058465
149.94771,1.023352,0.00054319424,0.00074463118
152.83067,1.023352,0.00056428241,0.00075894778
155.76906,1.023352,0.00058618927,0.00077353964
158.76394,1.023352,0.00060894661,0.00078841204
161.81641,1.023352,0.00063258745,0.00080357039
164.92756,1.023352,0.00065714609,0.00081902018
168.09853,1.023352,0.00068265815,0.00083476701
171.33046,1.023352,0.00070916066,0.0008508166
174.62454,1.023352,0.00073669205,0.00086717477
177.98194,1.023352,0.00076529229,0.00088384744
181.4039,1.023352,0.00079500286,0.00090084067
184.89165,1.023352,0.00082586687,0.00091816062
188.44645,1.023352,0.0008579291,0.00093581357
192.06961,1.023352,0.00089123607,0.00095380593
195.76242,1.023352,0.00092583609,0.00097214421
199.52623,1.023352,0.00096177938,0.00099083507
0.1,1.0472494,2.4722963e-10,5.0819037e-07
0.10192264,1.0472494,2.5682771e-10,5.1796106e-07
0.10388225,1.0472494,2.6679841e-10,5.279196e-07
0.10587954,1.0472494,2.7715619e-10,5.3806961e-07
0.10791522,1.0472494,2.8791609e-10,5.4841477e-07
0.10999005,1.0472494,2.9909372e-10,5.5895882e-07
0.11210476,1.0472494,3.1070529e-10,5.6970561e-07
0.11426014,1.0472494,3.2276765e-10,5.8065901e-07
0.11645695,1.0472494,3.352983e-10,5.9182301e-07
0.118696,1.0472494,3.4831542e-10,6.0320165e-07
0.1209781,1.0472494,3.618379e-10,6.1479907e-07
0.12330408,1.0472494,3.7588536e-10,6.2661946e-07
0.12567478,1.0472494,3.9047817e-10,6.3866711e-07
0.12809105,1.0472494,4.0563752e-10,6.509464e-07
0.13055379,1.0472494,4.2138539e-10,6.6346178e-07
0.13306387,1.0472494,4.3774463e-10,6.7621778e-07
0.13562221,1.0472494,4.5473897e-10,6.8921903e-07
0.13822974,1.0472494,4.7239308e-10,7.0247025e-07
0.14088741,1.0472494,4.9073257e-10,7.1597624e-07
0.14359617,1.0472494,5.0978404e-10,7.2974191e-07
0.14635701,1.0472494,5.2957514e-10,7.4377224e-07
0.14917093,1.0472494,5.5013458e-10,7.5807233e-07
0.15203896,1.0472494,5.7149219e-10,7.7264735e-07
0.15496213,1.0472494,5.9367895e-10,7.875026e-07
0.15794149,1.0472494,6.1672706e-10,8.0264346e-07
0.16097814,1.0472494,6.4066995e-10,8.1807543e-07
0.16407318,1.0472494,6.6554237e-10,8.338041e-07
0.16722772,1.0472494,6.913804e-10,8.4983518e-07
0.17044291,1.0472494,7.1822153e-10,8.6617447e-07
0.17371992,1.0472494,7.4610469e-10,8.8282791e-07
0.17705994,1.0472494,7.7507035e-10,8.9980154e-07
0.18046417,1.0472494,8.0516053e-10,9.1710151e-07
0.18393385,1.0472494,8.3641889e-10,9.347341e-07
0.18747024,1.0472494,8.6889077e-10,9.527057e-07
0.19107462,1.0472494,9.0262329e-10,9.7102283e-07
0.1947483,1.0472494,9.376654e-10,9.8969213e-07
0.19849262,1.0472494,9.7406793e-10,1.0087204e-06
0.20230892,1.0472494,1.0118837e-09,1.0281145e-06
0.2061986,1.0472494,1.0511676e-09,1.0478814e-06
0.21016306,1.0472494,1.0919765e-09,1.0680285e-06
0.21420375,1.0472494,1.1343698e-09,1.0885628e-06
0.21832212,1.0472494,1.1784089e-09,1.109492e-06
0.22251968,1.0472494,1.2241577e-09,1.1308236e-06
0.22679794,1.0472494,1.2716826e-09,1.1525653e-06
0.23115845,1.0472494,1.3210525e-09,1.174725e-06
0.2356028,1.0472494,1.3723391e-09,1.1973108e-06
0.2401326,1.0472494,1.4256167e-09,1.2203308e-06
0.2447495,1.0472494,1.4809627e-09,1.2437934e-06
0.24945515,1.0472494,1.5384574e-09,1.2677071e-06
0.25425129,1.0472494,1.5981842e-09,1.2920806e-06
0.25913963,1.0472494,1.6602297e-09,1.3169227e-06
0.26412196,1.0472494,1.724684e-09,1.3422424e-06
0.26920008,1.0472494,1.7916406e-09,1.3680489e-06
0.27437584,1.0472494,1.8611966e-09,1.3943516e-06
0.27965111,1.0472494,1.9334529e-09,1.42116e-06
0.2850278,1.0472494,2.0085144e-09,1.4484838e-06
0.29050787,1.0472494,2.08649e-09,1.476333e-06
0.29609329,1.0472494,2.1674928e-09,1.5047176e-06
0.30178611,1.0472494,2.2516403e-09,1.533648e-06
0.30758838,1.0472494,2.3390547e-09,1.5631345e-06
0.31350221,1.0472494,2.4298626e-09,1.593188e-06
0.31952973,1.0472494,2.524196e-09,1.6238193e-06
0.32567315,1.0472494,2.6221917e-09,1.6550396e-06
0.33193468,1.0472494,2.7239917e-09,1.6868601e-06
0.3383166,1.0472494,2.8297439e-09,1.7192924e-06
0.34482122,1.0472494,2.9396017e-09,1.7523482e-06
0.3514509,1.0472494,3.0537244e-09,1.7860396e-06
0.35820805,1.0472494,3.1722777e-09,1.8203788e-06
0.36509511,1.0472494,3.2954335e-09,1.8553782e-06
0.37211458,1.0472494,3.4233705e-09,1.8910505e-06
0.37926902,1.0472494,3.5562744e-09,1.9274086e-06
0.38656101,1.0472494,3.6943379e-09,1.9644658e-06
0.3939932,1.0472494,3.8377614e-09,2.0022355e-06
0.40156828,1.0472494,3.9867529e-09,2.0407313e-06
0.409289,1.0472494,4.1415287e-09,2.0799673e-06
0.41715817,1.0472494,4.3023132e-09,2.1199576e-06
0.42517863,1.0472494,4.4693398e-09,2.1607169e-06
0.4333533,1.0472494,4.6428509e-09,2.2022597e-06
0.44168513,1.0472494,4.823098e-09,2.2446013e-06
0.45017716,1.0472494,5.0103428e-09,2.287757e-06
0.45883246,1.0472494,5.2048569e-09,2.3317424e-06
0.46765417,1.0472494,5.4069225e-09,2.3765735e-06
0.47664549,1.0472494,5.6168328e-09,2.4222665e-06
0.48580968,1.0472494,5.8348924e-09,2.468838e-06
0.49515007,1.0472494,6.0614176e-09,2.516305e-06
0.50467003,1.0472494,6.2967371e-09,2.5646845e-06
0.51437304,1.0472494,6.5411922e-09,2.6139943e-06
0.52426259,1.0472494,6.7951378e-09,2.664252e-06
0.53434229,1.0472494,7.0589421e-09,2.7154761e-06
0.54461579,1.0472494,7.332988e-09,2.767685e-06
0.5550868,1.0472494,7.617673e-09,2.8208977e-06
0.56575914,1.0472494,7.9134102e-09,2.8751335e-06
0.57663667,1.0472494,8.2206287e-09,2.930412e-06
0.58772333,1.0472494,8.5397742e-09,2.9867534e-06
0.59902315,1.0472494,8.8713097e-09,3.044178e-06
0.61054023,1.0472494,9.2157162e-09,3.1027067e-06
0.62227874,1.0472494,9.5734935e-09,3.1623606e-06
0.63424294,1.0472494,9.9451606e-09,3.2231615e-06
0.64643716,1.0472494,1.0331257e-08,3.2851314e-06
0.65886584,1.0472494,1.0732342e-08,3.3482928e-06
0.67153348,1.0472494,1.1148999e-08,3.4126685e-06
0.68444467,1.0472494,1.1581831e-08,3.4782819e-06
0.6976041,1.0472494,1.2031467e-08,3.5451569e-06
0.71101653,1.0472494,1.2498558e-08,3.6133176e-06
0.72468684,1.0472494,1.2983784e-08,3.6827888e-06
0.73861998,1.0472494,1.3487847e-08,3.7535956e-06
0.75282101,1.0472494,1.4011479e-08,3.8257639e-06
0.76729507,1.0472494,1.455544e-08,3.8993197e-06
0.78204741,1.0472494,1.5120519e-08,3.9742896e-06
0.79708339,1.0472494,1.5707535e-08,4.050701e-06
0.81240846,1.0472494,1.6317341e-08,4.1285816e-06
0.82802817,1.0472494,1.6950821e-08,4.2079594e-06
0.8439482,1.0472494,1.7608895e-08,4.2888635e-06
0.86017431,1.0472494,1.8292516e-08,4.371323e-06
0.87671239,1.0472494,1.9002678e-08,4.4553679e-06
0.89356844,1.0472494,1.974041e-08,4.5410288e-06
0.91074857,1.0472494,2.0506782e-08,4.6283365e-06
0.92825901,1.0472494,2.1302907e-08,4.7173229e-06
0.94610612,1.0472494,2.2129939e-08,4.8080202e-06
0.96429636,1.0472494,2.2989079e-08,4.9004612e-06
0.98283633,1.0472494,2.3881573e-08,4.9946796e-06
1.0017328,1.0472494,2.4808716e-08,5.0907095e-06
1.0209925,1.0472494,2.5771852e-08,5.1885856e-06
1.0406226,1.0472494,2.677238e-08,5.2883436e-06
1.06063,1.0472494,2.7811752e-08,5.3900196e-06
1.0810221,1.0472494,2.8891474e-08,5.4936504e-06
1.1018063,1.0472494,3.0013113e-08,5.5992737e-06
1.1229901,1.0472494,3.1178298e-08,5.7069277e-06
1.1445812,1.0472494,3.2388718e-08,5.8166516e-06
1.1665874,1.0472494,3.3646129e-08,5.928485e-06
1.1890167,1.0472494,3.4952357e-08,6.0424686e-06
1.2118773,1.0472494,3.6309295e-08,6.1586437e-06
1.2351774,1.0472494,3.7718913e-08,6.2770524e-06
1.2589254,1.0472494,3.9183256e-08,6.3977377e-06
1.2831301,1.0472494,4.0704449e-08,6.5207434e-06
1.3078001,1.0472494,4.2284698e-08,6.646114e-06
1.3329444,1.0472494,4.3926296e-08,6.773895e-06
1.3585721,1.0472494,4.5631625e-08,6.9041329e-06
1.3846926,1.0472494,4.740316e-08,7.0368747e-06
1.4113153,1.0472494,4.9243469e-08,7.1721686e-06
1.4384499,1.0472494,5.1155225e-08,7.3100638e-06
1.4661061,1.0472494,5.3141199e-08,7.4506103e-06
1.4942941,1.0472494,5.5204274e-08,7.5938589e-06
1.5230241,1.0472494,5.7347443e-08,7.7398617e-06
1.5523064,1.0472494,5.9573815e-08,7.8886716e-06
1.5821517,1.0472494,6.188662e-08,8.0403426e-06
1.6125708,1.0472494,6.4289214e-08,8.1949297e-06
1.6435748,1.0472494,6.6785083e-08,8.3524889e-06
1.6751749,1.0472494,6.9377848e-08,8.5130774e-06
1.7073825,1.0472494,7.207127e-08,8.6767535e-06
1.7402094,1.0472494,7.4869258e-08,8.8435765e-06
1.7736674,1.0472494,7.7775871e-08,9.0136069e-06
1.8077687,1.0472494,8.0795326e-08,9.1869064e-06
1.8425256,1.0472494,8.3932003e-08,9.3635378e-06
1.8779508,1.0472494,8.7190455e-08,9.5435652e-06
1.9140571,1.0472494,9.0575408e-08,9.7270538e-06
1.9508576,1.0472494,9.4091773e-08,9.9140704e-06
1.9883656,1.0472494,9.7744652e-08,1.0104683e-05
2.0265948,1.0472494,1.0153934e-07,1.0298959e-05
2.0655589,1.0472494,1.0548136e-07,1.0496972e-05
2.1052723,1.0472494,1.0957641e-07,1.0698791e-05
2.1457491,1.0472494,1.1383044e-07,1.0904491e-05
2.1870042,1.0472494,1.1824962e-07,1.1114145e-05
2.2290525,1.0472494,1.2284037e-07,1.132783e-05
2.2719092,1.0472494,1.2760934e-07,1.1545624e-05
2.3155899,1.0472494,1.3256346e-07,1.1767605e-05
2.3601105,1.0472494,1.3770991e-07,1.1993854e-05
2.405487,1.0472494,1.4305615e-07,1.2224453e-05
2.4517359,1.0472494,1.4860995e-07,1.2459486e-05
2.498874,1.0472494,1.5437936e-07,1.2699037e-05
2.5469184,1.0472494,1.6037276e-07,1.2943194e-05
2.5958866,1.0472494,1.6659883e-07,1.3192046e-05
2.6457962,1.0472494,1.7306662e-07,1.3445682e-05
2.6966654,1.0472494,1.797855e-07,1.3704194e-05
2.7485127,1.0472494,1.8676522e-07,1.3967677e-05
2.8013568,1.0472494,1.9401592e-07,1.4236225e-05
2.8552168,1.0472494,2.015481e-07,1.4509937e-05
2.9101125,1.0472494,2.0937271e-07,1.4788911e-05
2.9660635,1.0472494,2.1750108e-07,1.5073249e-05
3.0230904,1.0472494,2.2594502e-07,1.5363054e-05
3.0812136,1.0472494,2.3471678e-07,1.5658431e-05
3.1404543,1.0472494,2.4382907e-07,1.5959487e-05
3.200834,1.0472494,2.5329513e-07,1.626633e-05
3.2623747,1.0472494,2.6312868e-07,1.6579074e-05
3.3250985,1.0472494,2.73344e-07,1.689783e-05
3.3890282,1.0472494,2.839559e-07,1.7222715e-05
3.4541872,1.0472494,2.9497978e-07,1.7553847e-05
3.5205988,1.0472494,3.0643164e-07,1.7891344e-05
3.5882874,1.0472494,3.1832809e-07,1.8235331e-05
3.6572773,1.0472494,3.3068638e-07,1.8585931e-05
3.7275937,1.0472494,3.4352446e-07,1.8943272e-05
3.799262,1.0472494,3.5686094e-07,1.9307484e-05
3.8723083,1.0472494,3.7071518e-07,1.9678698e-05
3.9467589,1.0472494,3.8510728e-07,2.0057049e-05
4.022641,1.0472494,4.0005811e-07,2.0442674e-05
4.099982,1.0472494,4.1558937e-07,2.0835714e-05
4.1788101,1.0472494,4.317236e-07,2.123631e-05
4.2591537,1.0472494,4.4848419e-07,2.1644609e-05
4.341042,1.0472494,4.6589547e-07,2.2060757e-05
4.4245047,1.0472494,4.8398271e-07,2.2484907e-05
4.5095721,1.0472494,5.0277213e-07,2.2917211e-05
4.5962751,1.0472494,5.2229101e-07,2.3357828e-05
4.6846451,1.0472494,5.4256766e-07,2.3806915e-05
4.7747141,1.0472494,5.636315e-07,2.4264637e-05
4.8665148,1.0472494,5.855131e-07,2.4731159e-05
4.9600805,1.0472494,6.0824419e-07,2.5206651e-05
5.0554451,1.0472494,6.3185775e-07,2.5691285e-05
5.1526433,1.0472494,6.5638806e-07,2.6185237e-05
5.2517102,1.0472494,6.818707e-07,2.6688686e-05
5.3526818,1.0472494,7.0834263e-07,2.7201814e-05
5.4555948,1.0472494,7.3584227e-07,2.7724807e-05
5.5604864,1.0472494,7.6440952e-07,2.8257856e-05
5.6673947,1.0472494,7.9408582e-07,2.8801154e-05
5.7763584,1.0472494,8.2491423e-07,2.9354897e-05
